t,baseline,uav_xyz,coverage_tau_db,coverage_count,coverage_ratio,best_sinr_mean,best_sinr_min,best_sinr_max,load_var,per_uav_load_min,per_uav_load_mean,per_uav_load_max
22,RandomUAVBaseline,"[[887.3555297851562, -601.4033203125, 126.8260498046875], [-951.9735717773438, -673.2637939453125, 182.5128173828125], [578.4951171875, 113.67098236083984, 83.36801147460938], [115.49516296386719, -975.7069702148438, 156.9490509033203], [433.5013732910156, 292.0900573730469, 141.7008056640625]]",5.0,21.0,0.14,-93.06489562988281,-120.00000762939453,82.03197479248047,1935.6732177734375,1.0,29.399999618530273,129.0
23,RandomUAVBaseline,"[[-852.567138671875, -507.18804931640625, 136.15670776367188], [-211.62646484375, 984.0464477539062, 188.56179809570312], [-695.9841918945312, 179.9211883544922, 154.43226623535156], [-726.9131469726562, -374.8087158203125, 157.38768005371094], [802.2161865234375, -316.51470947265625, 85.84156036376953]]",5.0,13.0,0.08666666666666667,-103.31523132324219,-120.00000762939453,81.12324523925781,2266.530517578125,1.0,29.399999618530273,138.0
24,RandomUAVBaseline,"[[643.583984375, 169.96536254882812, 121.48826599121094], [-487.699951171875, -854.6832885742188, 52.683712005615234], [159.94036865234375, -617.7794799804688, 196.32994079589844], [-785.0455322265625, -95.82242584228516, 109.19896697998047], [-535.3770751953125, 497.5114440917969, 146.5557098388672]]",5.0,25.0,0.16666666666666666,-87.17993927001953,-120.00000762939453,81.87353515625,2151.958984375,1.0,29.600000381469727,135.0
25,RandomUAVBaseline,"[[451.515380859375, -834.3828735351562, 102.91151428222656], [39.6661491394043, -146.55770874023438, 56.09263610839844], [-611.945068359375, 890.04931640625, 74.38545989990234], [704.1046752929688, 644.2742919921875, 108.69406127929688], [-66.4329605102539, 648.0036010742188, 152.1029510498047]]",5.0,27.0,0.18,-86.36811065673828,-120.00000762939453,79.05567932128906,1858.81640625,3.0,28.799999237060547,127.0
26,RandomUAVBaseline,"[[673.887451171875, 515.1931762695312, 153.6907196044922], [825.9482421875, 645.6142578125, 76.85940551757812], [496.44854736328125, -826.6373291015625, 113.87843322753906], [-206.49623107910156, -595.663818359375, 190.68576049804688], [-810.4466552734375, -990.201171875, 98.43811798095703]]",5.0,29.0,0.19333333333333333,-82.03996276855469,-120.00000762939453,83.50495910644531,1966.5306396484375,1.0,28.600000381469727,130.0
27,RandomUAVBaseline,"[[981.4894409179688, -470.6097412109375, 174.60414123535156], [-653.772705078125, 172.7567138671875, 193.7613983154297], [433.0264587402344, 961.0159301757812, 136.18350219726562], [966.66943359375, 674.0940551757812, 166.7372283935547], [776.9797973632812, 262.9830322265625, 103.45468139648438]]",5.0,17.0,0.11333333333333333,-98.44140625,-120.00000762939453,83.36332702636719,2189.67333984375,0.0,28.799999237060547,136.0
28,RandomUAVBaseline,"[[56.56488037109375, -546.9992065429688, 166.63162231445312], [-659.843017578125, 154.39590454101562, 130.3848419189453], [343.80560302734375, 520.9732055664062, 66.47418212890625], [249.88192749023438, -172.08824157714844, 142.13021850585938], [387.9690856933594, 170.95916748046875, 159.9329071044922]]",5.0,32.0,0.21333333333333335,-79.7549057006836,-120.00000762939453,81.85128021240234,1723.1019287109375,3.0,28.600000381469727,123.0
29,RandomUAVBaseline,"[[40.050514221191406, -74.2643814086914, 93.01532745361328], [-541.6966552734375, 390.6042175292969, 154.35670471191406], [-609.0349731445312, 943.6748046875, 150.67262268066406], [62.432247161865234, 682.3507080078125, 122.97806549072266], [-48.110260009765625, -483.4512023925781, 73.42031860351562]]",5.0,24.0,0.16,-89.64637756347656,-120.00000762939453,81.8306884765625,1930.5306396484375,2.0,28.799999237060547,129.0
30,RandomUAVBaseline,"[[423.24114990234375, 688.221923828125, 151.66981506347656], [-262.3569641113281, 151.44418334960938, 134.51187133789062], [873.1321411132812, -224.65158081054688, 74.71739959716797], [753.8657836914062, 789.4569702148438, 57.239837646484375], [-603.5519409179688, 272.56732177734375, 168.32676696777344]]",5.0,27.0,0.18,-84.84952545166016,-120.00000762939453,88.92288208007812,2005.9591064453125,2.0,29.799999237060547,131.0
31,RandomUAVBaseline,"[[213.385009765625, -616.8215942382812, 67.64623260498047], [11.945267677307129, 631.0208129882812, 82.56007385253906], [-849.734619140625, 102.0899887084961, 78.77257537841797], [-865.152587890625, 546.5291748046875, 173.18399047851562], [-203.3289031982422, -411.8472900390625, 91.56813049316406]]",5.0,33.0,0.22,-78.27367401123047,-120.00000762939453,82.38607788085938,1799.6734619140625,0.0,29.200000762939453,125.0
32,RandomUAVBaseline,"[[-278.0571594238281, 153.81529235839844, 129.17300415039062], [-289.3016357421875, 274.8419494628906, 151.3651123046875], [116.55789947509766, -225.41017150878906, 143.58541870117188], [183.80557250976562, -319.352294921875, 95.48014831542969], [91.49775695800781, 224.6834716796875, 141.61976623535156]]",5.0,21.0,0.14,-92.19872283935547,-120.00000762939453,81.2582015991211,1898.244873046875,2.0,29.399999618530273,128.0
33,RandomUAVBaseline,"[[-234.323974609375, 131.54782104492188, 197.86544799804688], [-143.95095825195312, 686.0294189453125, 62.19855499267578], [750.4564819335938, 883.4122924804688, 89.27960205078125], [-975.7971801757812, -33.98317337036133, 77.4068374633789], [943.2625122070312, 795.3968505859375, 194.0997314453125]]",5.0,20.0,0.13333333333333333,-95.0073013305664,-120.00000762939453,84.28421783447266,2119.67333984375,0.0,29.600000381469727,134.0
34,RandomUAVBaseline,"[[207.73931884765625, 30.32073402404785, 174.90768432617188], [304.69793701171875, -502.8846435546875, 190.1428985595703], [-120.6010971069336, 547.1124267578125, 125.14069366455078], [-633.2875366210938, -408.14630126953125, 136.16162109375], [-713.995849609375, -972.5242919921875, 115.08368682861328]]",5.0,27.0,0.18,-86.05946350097656,-120.00000762939453,81.7448501586914,2005.9591064453125,0.0,28.600000381469727,131.0
35,RandomUAVBaseline,"[[524.3943481445312, 228.31454467773438, 98.62195587158203], [434.48187255859375, -30.970733642578125, 199.92520141601562], [552.0632934570312, 661.2628784179688, 88.93233489990234], [-695.4100952148438, -601.3922119140625, 114.8397445678711], [24.29823875427246, -610.7813110351562, 166.99171447753906]]",5.0,31.0,0.20666666666666667,-80.52169799804688,-120.00000762939453,83.27339172363281,1723.673583984375,2.0,29.0,123.0
36,RandomUAVBaseline,"[[736.8623046875, -367.9900207519531, 126.20963287353516], [188.74920654296875, 444.75634765625, 72.12086486816406], [-438.25787353515625, 461.4119873046875, 135.22885131835938], [799.8916015625, -104.28327941894531, 110.99192810058594], [-386.9855651855469, -537.2548828125, 147.6149444580078]]",5.0,26.0,0.17333333333333334,-84.00615692138672,-120.00000762939453,81.1226577758789,1758.81640625,5.0,29.600000381469727,124.0
37,RandomUAVBaseline,"[[-470.62799072265625, 724.551025390625, 90.59725952148438], [346.7192687988281, 136.3682861328125, 144.26881408691406], [790.8335571289062, -660.0230712890625, 72.47232818603516], [-756.195556640625, -847.1219482421875, 130.13465881347656], [-668.5377197265625, 614.3358764648438, 53.391578674316406]]",5.0,28.0,0.18666666666666668,-83.75886535644531,-120.00000762939453,85.0595932006836,1825.673583984375,2.0,29.0,126.0
38,RandomUAVBaseline,"[[-250.7860565185547, -53.59205627441406, 82.479248046875], [-288.18756103515625, -554.4171142578125, 92.27421569824219], [853.7421264648438, -165.64926147460938, 107.8797378540039], [222.34890747070312, 328.2837219238281, 149.04148864746094], [-830.4820556640625, 163.80516052246094, 160.38853454589844]]",5.0,20.0,0.13333333333333333,-94.36066436767578,-120.00000762939453,84.58370971679688,2076.244873046875,2.0,29.399999618530273,133.0
39,RandomUAVBaseline,"[[591.13671875, 177.06849670410156, 69.5859603881836], [-832.5193481445312, -353.8926086425781, 189.13381958007812], [-54.76494216918945, 790.9478149414062, 118.95124053955078], [510.2362060546875, -29.745649337768555, 156.3053436279297], [-365.6414489746094, 779.7305297851562, 89.85620880126953]]",5.0,28.0,0.18666666666666668,-82.47119140625,-120.00000762939453,81.23627471923828,1767.6732177734375,1.0,29.600000381469727,124.0
40,RandomUAVBaseline,"[[-987.6463623046875, 442.3315734863281, 151.4906768798828], [313.8028869628906, 374.83001708984375, 137.93963623046875], [-769.4420776367188, 338.4074401855469, 50.98978042602539], [-634.3142700195312, -158.24319458007812, 106.75540924072266], [-762.0697021484375, -146.0847930908203, 143.54258728027344]]",5.0,20.0,0.13333333333333333,-93.85456085205078,-120.00000762939453,89.90055084228516,1966.2451171875,2.0,28.600000381469727,130.0
41,RandomUAVBaseline,"[[-245.07313537597656, 416.99896240234375, 84.63831329345703], [-712.3494262695312, 497.7996826171875, 150.30921936035156], [-141.25860595703125, -726.4654541015625, 149.5525665283203], [499.9114990234375, -672.1146850585938, 153.395263671875], [-288.725830078125, 830.2372436523438, 162.73095703125]]",5.0,32.0,0.21333333333333335,-77.12639617919922,-120.00000762939453,81.8094711303711,1662.530517578125,3.0,29.600000381469727,121.0
42,RandomUAVBaseline,"[[-452.53765869140625, 876.0526123046875, 53.784912109375], [-630.3519897460938, -516.1940307617188, 159.81201171875], [52.3360595703125, -71.24918365478516, 83.37999725341797], [512.9342041015625, -765.7871704101562, 87.10118103027344], [612.7206420898438, -97.90506744384766, 181.5226593017578]]",5.0,30.0,0.2,-81.23275756835938,-120.00000762939453,86.74559783935547,1635.6734619140625,0.0,29.600000381469727,120.0
43,RandomUAVBaseline,"[[203.3282012939453, 579.0892944335938, 78.11048889160156], [-367.5562744140625, -246.587890625, 124.1298828125], [-55.06595230102539, 644.9323120117188, 75.97857666015625], [702.9718017578125, 778.0925903320312, 61.32785415649414], [-981.21923828125, -414.4940490722656, 110.1117172241211]]",5.0,27.0,0.18,-85.01728057861328,-120.00000762939453,82.750732421875,1901.3876953125,0.0,28.799999237060547,128.0
44,RandomUAVBaseline,"[[940.8988037109375, -857.1828002929688, 167.19578552246094], [-49.15009307861328, -740.2529296875, 104.91204833984375], [-238.1971893310547, -512.85498046875, 94.1545639038086], [-160.16233825683594, 924.5227661132812, 118.82908630371094], [900.27001953125, -938.9358520507812, 59.91653823852539]]",5.0,23.0,0.15333333333333332,-90.96027374267578,-120.00000762939453,81.22392272949219,1930.5303955078125,1.0,28.399999618530273,129.0
45,RandomUAVBaseline,"[[-944.3681640625, 331.8892822265625, 83.03490447998047], [152.84036254882812, 590.7322998046875, 99.77208709716797], [-508.64501953125, 450.8171691894531, 121.3846664428711], [-701.5797119140625, -825.1097412109375, 160.5751190185547], [720.8246459960938, 780.7241821289062, 126.51335144042969]]",5.0,30.0,0.2,-82.67156982421875,-120.00000762939453,81.18241119384766,1627.959228515625,0.0,28.600000381469727,120.0
46,RandomUAVBaseline,"[[-693.0908813476562, -548.6851806640625, 118.02857971191406], [703.7147216796875, 300.39483642578125, 91.13104248046875], [511.8772888183594, -129.11964416503906, 197.4145965576172], [-142.5457305908203, 674.3927001953125, 52.181243896484375], [436.4425354003906, -203.04312133789062, 124.85139465332031]]",5.0,32.0,0.21333333333333335,-77.50208282470703,-120.00000762939453,85.93101501464844,1626.530517578125,3.0,29.200000762939453,120.0
47,RandomUAVBaseline,"[[-602.348388671875, 859.0230102539062, 79.9467544555664], [123.17340850830078, 194.69125366210938, 178.76651000976562], [-66.66692352294922, 659.7825927734375, 128.58448791503906], [912.6693115234375, 433.2156677246094, 186.8157958984375], [884.7210693359375, 604.4923095703125, 68.35513305664062]]",5.0,26.0,0.17333333333333334,-86.42825317382812,-120.00000762939453,80.77757263183594,1828.530517578125,1.0,29.200000762939453,126.0
48,RandomUAVBaseline,"[[-751.142822265625, 232.48350524902344, 90.68099975585938], [-229.6953582763672, -652.3436279296875, 164.32574462890625], [708.9954223632812, -734.3907470703125, 127.52523803710938], [-209.97413635253906, 580.0306396484375, 119.74884796142578], [461.61810302734375, 132.20774841308594, 196.73721313476562]]",5.0,36.0,0.24,-73.3897933959961,-120.00000762939453,81.82669067382812,1467.102294921875,2.0,28.600000381469727,115.0
49,RandomUAVBaseline,"[[-160.7338409423828, 975.3417358398438, 112.31578826904297], [-634.6627197265625, 564.162109375, 90.75785064697266], [131.50946044921875, 292.0301513671875, 79.95159149169922], [-931.1861572265625, 974.0667114257812, 172.6085205078125], [-752.5894775390625, 695.9388427734375, 88.71952819824219]]",5.0,18.0,0.12,-97.52210998535156,-120.00000762939453,80.07697296142578,2009.1019287109375,0.0,29.200000762939453,131.0
